code,name,sector,price,per,pbr,dividend_yield,roe,market_cap_oku_yen,ma25,ma75,rsi14,signal,news_count,news_sentiment,news_label,news_latest
2127,日本Ｍ＆Ａセンターホールディングス,サービス業,696.5,17.691135,4.404103,3.59,25.48,2208.3,663.5,657.6,65.2,中立,0,,,
212A,フィットイージー,サービス業,2728.0,23.875372,6.9258265,1.65,38.39,455.4,2749.8,2513.9,52.3,中立,0,,,
2130,メンバーズ,サービス業,1107.0,11.695721,2.1373048,3.16,19.49,141.9,1083.6,1083.3,54.1,ゴールデンクロス,1,,,2026-07-24
2134,北浜キャピタルパートナーズ,サービス業,24.0,,2.511511,,-28.11,132.3,26.0,27.9,37.8,中立,1,,,2026-07-23
2136,ヒップ,サービス業,1430.0,12.763299,3.0093162,4.97,12.21,54.4,1475.1,1433.7,42.2,中立,0,,,
2138,クルーズ,情報・通信業,454.0,,0.4962009,,-5.19,43.4,421.7,470.5,56.1,中立,0,,,
2139,中広,サービス業,530.0,19.11977,1.6585408,2.64,9.29,36.0,514.5,504.4,69.4,中立,0,,,
2146,ＵＴグループ,サービス業,187.0,16.023993,3.4620655,6.55,21.03,1061.1,178.5,179.8,66.8,中立,0,,,
2148,アイティメディア,サービス業,1199.0,19.636423,2.694927,4.17,13.2,233.6,1168.7,1266.5,57.5,中立,0,,,
2152,幼児活動研究会,サービス業,1571.0,14.850175,3.8574865,1.65,10.63,169.7,1481.4,1478.5,61.5,ゴールデンクロス,0,,,
2153,Ｅ・Ｊホールディングス,サービス業,1779.0,8.718879,0.7941677,4.05,9.07,319.8,1692.0,1648.2,69.6,中立,0,,,
2154,オープンアップグループ,サービス業,2080.0,13.642922,2.2672524,4.09,17.71,1766.9,1953.8,1837.2,78.5,買われすぎ,1,,,2026-07-24
2156,セーラー広告,サービス業,263.0,,0.5875349,2.28,-0.18,13.5,265.6,274.1,43.1,中立,0,,,
2157,コシダカホールディングス,サービス業,1096.0,16.355768,2.3283975,2.55,14.51,908.2,1007.4,993.6,72.5,買われすぎ,0,,,
2158,ＦＲＯＮＴＥＯ,サービス業,615.0,44.308357,6.2719264,,15.39,241.0,623.8,667.8,46.5,中立,1,,,2026-07-24
215A,タイミー,サービス業,1495.0,78.891815,9.341356,,37.32,1491.1,1509.9,1318.4,53.7,中立,0,,,
2160,ジーエヌアイグループ,医薬品,2300.0,,2.5631425,,-21.63,1513.5,2620.3,2798.1,33.4,中立,0,,,
2162,ｎｍｓ　ホールディングス,サービス業,537.0,33.395523,2.0457923,1.68,7.01,103.1,536.8,475.1,70.8,買われすぎ,1,,,2026-07-23
2163,アルトナー,サービス業,2016.0,17.002615,4.164283,3.2,27.13,213.7,1997.4,1947.7,61.3,中立,0,,,
2164,地域新聞社,サービス業,160.0,,11.939407,,-135.31,24.7,161.6,166.9,47.2,中立,1,,,2026-07-29
2168,パソナグループ,サービス業,1611.0,,0.4742315,0.93,-2.43,601.7,1528.2,1577.8,65.1,中立,0,,,
2169,ＣＤＳ,サービス業,1710.0,25.545263,1.3223248,4.33,3.96,116.6,1711.2,1742.7,46.9,中立,0,,,
2170,リンクアンドモチベーション,サービス業,644.0,43.13463,5.5596323,2.55,14.34,686.4,580.4,559.3,75.7,買われすぎ,0,,,
2173,博展,サービス業,699.0,5.699609,2.291052,3.86,44.81,109.4,692.4,759.1,49.9,中立,0,,,
2175,エス・エム・エス,サービス業,2372.0,,7.2856607,1.29,-38.67,1946.9,2330.5,2034.3,56.1,中立,2,,,2026-07-29
2179,成学社,サービス業,811.0,7.7039995,1.0391095,4.07,14.24,45.0,790.7,778.2,60.3,中立,1,,,2026-07-24
2180,サニーサイドアップグループ,サービス業,1309.0,12.77447,3.3665617,1.99,33.24,193.9,1306.5,1213.1,68.0,中立,0,,,
2181,パーソルホールディングス,サービス業,276.8,14.446764,2.813008,4.7,20.13,6174.5,256.6,245.2,71.1,買われすぎ,0,,,
2183,リニカル,サービス業,204.0,,1.1591502,3.92,-59.3,46.1,208.2,223.7,41.4,中立,0,,,
2185,シイエム・シイ,サービス業,1884.0,9.444082,1.0632036,2.92,11.85,243.4,1868.1,1853.7,54.5,中立,0,,,
2186,ソーバル,サービス業,918.0,15.700358,1.6020691,3.59,10.22,72.2,910.1,905.3,69.5,中立,0,,,
218A,Ｌｉｂｅｒａｗａｒｅ,精密機器,1004.0,,27.040857,,15.33,190.4,1074.2,1188.5,44.8,中立,0,,,
2193,クックパッド,サービス業,119.0,12.460732,0.7045422,,1.65,85.5,115.7,122.8,54.9,中立,0,,,
2195,アミタホールディングス,サービス業,325.0,18.340858,1.9436288,1.54,9.94,57.0,324.4,395.3,45.0,中立,0,,,
2198,アイ・ケイ・ケイホールディングス,サービス業,808.0,10.347036,1.9617174,2.97,20.23,235.1,737.0,770.3,74.7,買われすぎ,0,,,
219A,Ｈｅａｒｔｓｅｅｄ,医薬品,1640.0,197.8287,5.2488904,,8.35,375.1,1612.9,1680.8,50.6,中立,0,,,
2201,森永製菓,食料品,2800.0,13.268256,1.656249,2.5,12.99,2351.1,2664.2,2622.3,69.3,中立,0,,,
2204,中村屋,食料品,3350.0,21.070507,0.76733065,2.24,,191.4,3212.8,3172.0,70.7,買われすぎ,1,,,2026-07-24
2206,江崎グリコ,食料品,5299.0,67.05049,1.6132907,1.79,5.45,3248.7,5248.2,5417.3,55.4,中立,0,,,
2207,ｍｅｉｔｏ,食料品,3260.0,17.780201,0.8549371,2.45,5.24,531.4,3176.8,3120.6,65.3,中立,1,,,2026-07-24
2208,ブルボン,食料品,3210.0,13.122931,1.1545441,1.37,9.19,775.9,3114.6,3010.6,67.3,中立,0,,,
2209,井村屋グループ,食料品,2465.0,13.207244,1.260279,1.54,10.13,315.4,2393.8,2331.6,71.6,買われすぎ,0,,,
220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,情報・通信業,926.0,10.83421,1.0703952,3.24,10.02,25.4,936.6,964.9,43.2,中立,0,,,
2211,不二家,食料品,2515.0,57.85599,1.0859085,1.19,2.61,648.3,2424.0,2386.8,69.8,中立,2,,,2026-07-28
2212,山崎製パン,食料品,3676.0,17.780787,1.566132,1.63,9.09,7238.2,3298.5,3205.7,74.8,買われすぎ,0,,,
2215,第一屋製パン,食料品,600.0,12.953368,0.47534427,,5.56,41.5,600.1,600.6,49.3,中立,0,,,
2216,カンロ,食料品,1272.0,15.854418,2.7874136,2.83,18.65,536.6,1162.9,1125.2,70.5,買われすぎ,0,,,
2217,モロゾフ,食料品,1621.0,51.00692,1.6357117,0.99,2.86,325.2,1566.8,1520.5,79.3,買われすぎ,0,,,
2220,亀田製菓,食料品,1299.0,3.3329058,0.798242,1.85,27.01,821.6,1246.2,1295.2,61.6,中立,0,,,
2221,岩塚製菓,食料品,3105.0,15.680234,0.45601013,1.03,2.95,318.5,3064.2,3091.4,60.8,中立,0,,,
2222,寿スピリッツ,食料品,2559.5,31.513174,8.246848,1.37,28.53,3952.7,2527.0,2242.6,58.3,中立,1,,,2026-07-24
2224,コモ,食料品,3665.0,166.43959,5.947735,0.19,3.64,127.3,3664.6,3611.0,51.8,中立,0,,,
2226,湖池屋,食料品,4780.0,19.646526,2.3951137,1.15,13.4,509.9,4727.6,4687.3,67.0,中立,0,,,
2229,カルビー,食料品,3195.0,22.839375,1.8445848,2.16,8.05,3884.7,2979.3,2943.8,70.5,買われすぎ,0,,,
2264,森永乳業,食料品,1305.5,18.931265,1.5336757,1.91,8.27,4213.8,1256.9,1222.6,62.9,中立,0,,,
2266,六甲バター,食料品,1121.0,14.697784,0.651715,1.78,5.36,206.1,1095.8,1098.6,59.8,中立,0,,,
2267,ヤクルト本社,食料品,2911.5,19.313433,1.4029365,2.47,7.74,8376.9,2807.0,2746.6,62.7,中立,0,,,
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,食料品,4090.0,23.700527,2.5674634,1.47,11.19,394.1,4083.4,4070.8,51.9,中立,2,,,2026-07-23
2269,明治ホールディングス,食料品,3973.0,30.65823,1.3941333,2.77,4.82,10770.9,3798.0,3744.6,66.4,中立,0,,,
2270,雪印メグミルク,食料品,4005.0,7.633224,1.0208122,2.5,13.38,2409.0,3710.4,3492.0,76.5,買われすぎ,0,,,
2281,プリマハム,食料品,2555.0,27.978537,1.0532212,3.13,1.85,1284.2,2410.2,2444.4,74.8,買われすぎ,0,,,
2282,日本ハム,食料品,6670.0,18.460602,1.1693487,2.7,6.78,6278.7,6190.2,6262.5,72.7,買われすぎ,0,,,
2286,林兼産業,食料品,900.0,5.8548007,0.5417274,5.0,10.06,73.5,884.4,878.1,57.3,中立,0,,,
2288,丸大食品,食料品,2408.0,6.0201507,0.7683116,3.32,13.66,579.7,2274.3,2251.1,73.2,買われすぎ,1,,,2026-07-27
228A,オプロ,情報・通信業,1603.0,13.620528,2.6108258,,21.74,36.9,1670.4,1623.0,41.3,中立,0,,,
2291,福留ハム,食料品,520.0,5.469654,0.69762605,,14.63,17.3,504.5,533.3,55.4,中立,0,,,
2292,Ｓ　Ｆｏｏｄｓ,食料品,2884.0,9.882804,0.6983406,3.81,7.22,913.5,2719.8,2755.3,70.2,買われすぎ,0,,,
2293,滝沢ハム,食料品,2721.0,,1.6744554,0.74,-6.75,55.9,2706.1,2691.7,52.6,中立,0,,,
2294,柿安本店,食料品,2679.0,31.59198,1.6559147,3.17,5.31,256.6,2561.3,2615.8,75.8,買われすぎ,0,,,
2296,伊藤ハム米久ホールディングス,食料品,5120.0,14.373544,0.98560065,3.03,6.96,2905.6,4821.4,4953.0,69.9,中立,0,,,
2300,きょくとう,サービス業,502.0,48.97561,0.81797457,2.19,7.15,26.4,499.7,498.9,53.1,中立,0,,,
2301,学情,サービス業,1650.0,12.768921,1.504445,4.55,,220.4,1615.8,1593.0,63.0,中立,0,,,
2303,ドーン,情報・通信業,1229.0,15.758431,2.445698,1.3,16.44,73.1,1256.8,1320.5,44.6,中立,1,,,2026-07-29
2304,ＣＳＳホールディングス,サービス業,935.0,6.9362016,1.3825431,4.28,21.48,46.4,925.5,928.7,54.9,中立,0,,,
2305,スタジオアリス,サービス業,2025.0,29.631258,1.1643779,2.47,3.8,343.9,1913.0,1846.9,79.2,買われすぎ,0,,,
2307,クロスキャット,情報・通信業,1008.0,9.341117,2.1199183,3.87,24.16,141.1,982.0,955.5,59.5,中立,1,,,2026-07-23
2311,エプコ,サービス業,780.0,16.445288,1.5155578,5.13,10.44,69.8,760.0,779.3,60.9,中立,2,,,2026-07-27
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,情報・通信業,57.0,,1.6652546,,-7.71,101.1,59.7,64.2,41.3,中立,1,,,2026-07-29
2317,システナ,情報・通信業,455.0,14.371447,4.1059794,3.96,30.95,1626.4,415.7,417.9,77.0,買われすぎ,0,,,
2321,ソフトフロントホールディングス,情報・通信業,119.0,,3.4047666,,-6.52,61.9,133.6,153.3,36.0,中立,0,,,
2323,ｆｏｎｆｕｎ,情報・通信業,261.0,12.895257,3.8820798,,,54.8,275.7,326.3,39.1,中立,0,,,
2325,ＮＪＳ,サービス業,4590.0,20.018318,1.4461908,2.4,9.68,437.1,4500.0,4695.6,53.3,中立,0,,,
2326,デジタルアーツ,情報・通信業,4165.0,16.79097,3.0343764,2.4,19.14,556.7,3896.0,4303.2,64.1,中立,0,,,
2327,日鉄ソリューションズ,情報・通信業,3985.0,23.648449,2.6116521,2.18,11.52,7291.8,3665.8,3581.2,69.6,中立,0,,,
2329,東北新社,情報・通信業,499.0,9.86166,0.79957056,5.43,8.23,686.6,508.0,551.3,28.3,売られすぎ,1,,,2026-07-24
2330,フォーサイド,情報・通信業,73.0,7.177974,1.0222228,,14.8,31.8,75.6,84.3,41.9,中立,0,,,
2331,ＡＬＳＯＫ,サービス業,1228.5,17.942163,1.5562117,2.69,8.77,5971.4,1114.6,1135.4,77.7,買われすぎ,0,,,
2332,クエスト,情報・通信業,1616.0,10.600892,1.1110737,3.77,10.88,82.9,1718.6,1782.0,34.7,中立,0,,,
2334,イオレ,サービス業,458.0,,5.3697257,,-27.68,195.3,555.3,530.7,33.3,中立,2,,,2026-07-29
2335,キューブシステム,情報・通信業,1104.0,10.682148,1.4692613,4.35,14.04,167.6,1060.3,1035.6,67.8,中立,0,,,
2337,いちご,不動産業,431.0,10.777694,1.5532596,3.6,15.23,1689.4,433.9,460.7,47.7,中立,0,,,
2338,クオンタムソリューションズ,情報・通信業,122.0,,-14.136732,,,59.9,122.0,119.0,48.1,中立,0,,,
2340,極楽湯ホールディングス,サービス業,500.0,17.605635,3.234299,1.2,21.28,158.6,493.8,484.1,68.0,中立,0,,,
2341,アルバイトタイムス,サービス業,164.0,15.860735,1.056524,3.05,8.44,30.0,168.3,174.1,43.1,中立,0,,,
2342,トランスジェニックグループ,サービス業,206.0,,0.71784014,,-2.0,34.3,215.4,236.7,39.0,中立,0,,,
2345,ＨＯＤＬ１,情報・通信業,89.0,,6.8048015,,-161.88,16.5,106.7,183.4,34.8,中立,1,,,2026-07-24
2349,エヌアイデイ,情報・通信業,2521.0,11.004409,1.134544,1.19,10.93,275.4,2469.2,2388.4,63.1,中立,0,,,
2351,ＡＳＪ,情報・通信業,316.0,28.03904,0.8446036,0.95,3.03,24.7,330.0,350.1,40.9,中立,0,,,
2353,日本駐車場開発,不動産業,268.0,17.57377,4.2404394,3.36,26.67,836.6,256.8,253.8,64.4,中立,1,,,2026-07-27
2354,ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,1320.0,19.619501,2.8836827,2.27,16.12,235.3,991.1,944.9,61.0,中立,0,,,
2359,コア,情報・通信業,2044.0,10.199601,1.4180176,2.94,14.67,293.6,1985.2,2055.4,61.2,中立,4,,,2026-07-29
2370,メディネット,サービス業,26.0,,0.92814046,,-69.34,72.5,24.5,26.6,58.3,中立,0,,,
2371,カカクコム,サービス業,3690.0,38.883034,11.233082,1.36,29.62,7300.2,3553.2,3173.9,72.7,買われすぎ,0,,,
2373,ケア２１,サービス業,404.0,51.662403,1.31188,4.21,3.84,54.6,405.1,414.4,46.2,中立,0,,,
2375,ギグワークス,サービス業,206.0,24.12178,1.4755813,0.97,6.27,41.0,204.0,207.3,53.6,中立,0,,,
2376,サイネックス,サービス業,766.0,85.01665,0.5331655,1.96,0.62,43.0,805.0,743.1,33.1,中立,0,,,
2378,ルネサンス,サービス業,1085.0,,2.1184745,1.2,-19.32,205.2,1039.1,1014.5,72.3,買われすぎ,0,,,
2379,ディップ,サービス業,1905.0,16.735483,2.8311224,5.09,12.05,997.4,1819.0,1801.2,66.4,中立,0,,,
2384,ＳＢＳホールディングス,陸運業,4570.0,15.410555,1.7884005,2.3,17.24,1815.1,4363.8,4425.7,56.9,中立,0,,,
2385,総医研ホールディングス,サービス業,216.0,32.579185,0.9200729,4.63,3.01,56.5,215.8,230.9,46.5,中立,0,,,
2388,ウェッジホールディングス,その他金融業,36.0,,0.570722,,-20.22,15.3,40.0,45.3,43.0,中立,0,,,
2391,プラネット,サービス業,1210.0,18.832685,1.4923257,3.64,7.5,80.2,1207.5,1212.5,51.5,中立,0,,,
2393,日本ケアサプライ,サービス業,3920.0,26.997246,3.2748976,1.89,12.5,609.2,4242.6,3246.7,42.6,中立,0,,,
2395,新日本科学,サービス業,1333.0,12.145786,1.286995,3.75,10.85,555.0,1234.4,1259.6,69.4,中立,0,,,
2404,鉄人化ホールディングス,サービス業,595.0,18.936983,7.457168,,53.98,79.5,590.1,571.8,57.1,中立,0,,,
2408,ＫＧ情報,サービス業,841.0,12.356745,1.0080234,4.4,8.35,60.3,847.5,808.0,48.6,中立,0,,,
2410,キャリアデザインセンター,サービス業,2914.0,13.30047,3.3097878,9.61,26.76,154.1,2882.9,2645.3,63.0,中立,0,,,
2411,ゲンダイエージェンシー,情報・通信業,460.0,10.892731,1.3146275,5.65,10.94,50.8,461.1,458.9,49.5,中立,1,,,2026-07-24
2413,エムスリー,サービス業,1984.0,27.33159,3.243791,1.11,12.58,13241.8,1863.8,1629.2,67.4,中立,0,,,
2415,ヒューマンホールディングス,サービス業,1588.0,7.4341087,0.8437971,8.56,11.78,164.8,1578.8,1591.8,52.6,中立,0,,,
2418,ツカダ・グローバルホールディング,サービス業,600.0,5.963029,0.7567769,2.33,13.9,282.3,604.6,601.1,49.9,中立,2,,,2026-07-24
241A,ＲＯＸＸ,情報・通信業,396.0,2.2638922,1.7643285,,76.89,28.8,415.8,475.3,32.7,中立,0,,,
2424,ブラス,サービス業,634.0,11.029923,0.77768224,1.26,5.33,33.7,619.8,609.7,66.6,中立,0,,,
2425,ケアサービス,サービス業,688.0,22.691294,0.91601187,3.2,11.74,26.1,653.0,687.0,64.9,中立,0,,,
2428,ウェルネット,サービス業,655.0,12.163417,1.3786368,4.5,11.31,124.2,627.9,615.4,73.7,買われすぎ,1,,,2026-07-24
2429,ワールドホールディングス,サービス業,2735.0,7.4073067,1.0094475,4.97,13.36,482.7,2581.1,2508.4,67.1,中立,0,,,
2432,ディー・エヌ・エー,情報・通信業,2544.5,14.893181,1.1746322,2.59,7.47,2382.7,2486.9,2591.9,55.0,中立,1,,,2026-07-29
2433,博報堂ＤＹホールディングス,サービス業,1392.5,30.25201,1.2847979,2.3,4.32,4999.5,1209.8,1141.4,77.8,買われすぎ,0,,,
2435,シダー,サービス業,208.0,4.4558697,1.1909056,3.85,30.27,23.3,207.6,210.1,49.5,中立,0,,,
2436,共同ピーアール,サービス業,620.0,12.801982,2.4174933,1.29,23.75,107.8,587.5,533.9,65.3,中立,0,,,
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,サービス業,695.0,,3.6308165,,-10.64,76.6,577.6,514.3,74.9,買われすぎ,1,,,2026-07-28
2438,アスカネット,サービス業,326.0,17.18503,0.91619617,2.15,5.46,48.9,341.2,338.5,43.6,中立,1,,,2026-07-29
2440,ぐるなび,サービス業,123.0,29.425838,1.3311545,,4.6,69.3,123.2,129.9,48.3,中立,0,,,
2445,タカミヤ,サービス業,425.0,11.228534,0.8289076,4.71,7.55,194.8,403.4,397.2,70.8,買われすぎ,0,,,
2449,プラップジャパン,サービス業,1079.0,10.169651,0.8634971,3.8,8.91,48.1,1061.0,1064.0,58.4,中立,0,,,
244A,グロースエクスパートナーズ,情報・通信業,1183.0,8.510792,1.0651065,,12.67,39.7,1188.5,1139.3,52.9,中立,0,,,
2454,オールアバウト,サービス業,345.0,,1.3604637,0.29,-10.65,48.6,337.3,351.6,59.1,中立,1,,,2026-07-24
2459,アウンコンサルティング,サービス業,172.0,,4.2172365,,-13.15,12.9,164.9,183.7,51.3,中立,0,,,
245A,ＩＮＧＳ,小売業,2493.0,17.662062,2.7703478,,17.02,62.9,2405.6,2430.4,64.3,中立,0,,,
2461,ファンコミュニケーションズ,サービス業,412.0,20.881907,1.6716235,5.1,6.14,270.5,402.6,414.4,59.0,中立,0,,,
2462,ライク,サービス業,1542.0,12.71438,1.5568649,3.89,12.65,295.9,1499.1,1513.4,66.0,中立,0,,,
2464,Ａｏｂａ‐ＢＢＴ,サービス業,330.0,15.221402,0.89197385,3.33,5.93,41.8,322.2,327.5,57.7,中立,0,,,
2469,ヒビノ,サービス業,2696.0,8.75865,1.90353,1.67,23.45,267.3,2764.4,2961.3,42.6,中立,0,,,
246A,アスア,サービス業,1089.0,24.621298,2.7472599,0.64,9.53,27.8,1056.8,1032.8,61.4,中立,0,,,
2471,エスプール,サービス業,278.0,16.498516,2.2352118,3.6,13.95,217.1,266.0,250.3,67.4,中立,0,,,
2475,ＷＤＢホールディングス,サービス業,1855.0,13.096583,1.0851221,6.09,8.82,355.8,1786.5,1699.6,65.5,中立,0,,,
2477,手間いらず,情報・通信業,2416.0,13.829422,8.785455,1.66,6.31,143.2,2306.2,2328.4,64.5,中立,0,,,
2479,ジェイテック,サービス業,239.0,13.017428,1.300659,4.18,10.16,19.2,235.5,235.4,57.9,ゴールデンクロス,0,,,
247A,Ａｉロボティクス,化学,808.0,19.916195,8.668319,,56.73,524.8,793.7,906.4,52.1,中立,0,,,
2480,システム・ロケーション,情報・通信業,1708.0,20.272997,1.4901011,2.22,7.67,60.3,1700.0,1698.3,61.3,中立,0,,,
2481,タウンニュース社,サービス業,631.0,9.105339,0.62811255,3.17,8.09,34.8,636.5,649.0,40.9,中立,0,,,
2483,翻訳センター,サービス業,2319.0,16.825073,1.1084158,6.04,6.7,77.8,2270.9,2069.5,57.2,中立,0,,,
2484,出前館,情報・通信業,133.0,,0.66386807,,-31.05,148.1,124.5,122.0,60.6,中立,0,,,
2485,ティア,サービス業,476.0,27.340609,1.1845952,4.2,4.34,107.1,471.6,472.9,55.3,中立,0,,,
2488,ＪＴＰ,サービス業,1386.0,11.489679,2.6472561,3.61,11.05,75.6,1360.3,1321.7,54.4,中立,0,,,
2489,アドウェイズ,サービス業,316.0,48.91641,0.8864452,2.08,3.43,123.5,301.9,285.3,61.2,中立,0,,,
248A,キッズスター,情報・通信業,845.0,13.946196,0.9223038,,6.96,22.1,843.3,904.2,48.8,中立,0,,,
2491,バリューコマース,サービス業,471.0,20.924034,0.8382229,3.4,3.89,102.1,459.4,462.0,56.0,中立,3,,,2026-07-29
2492,インフォマート,サービス業,563.0,66.15746,5.083705,1.17,10.98,1500.4,468.2,422.8,73.4,買われすぎ,0,,,
2493,イーサポートリンク,サービス業,942.0,35.241302,1.121291,0.53,4.96,41.7,938.1,958.9,51.3,中立,0,,,
2497,ユナイテッド,サービス業,527.0,,1.1420671,4.17,-8.46,197.3,514.0,504.8,60.1,中立,0,,,
2498,オリエンタルコンサルタンツホールディングス,サービス業,3135.0,8.482831,1.221734,3.99,15.75,373.0,3097.0,3044.7,53.6,中立,0,,,
2499,日本和装ホールディングス,サービス業,293.0,11.481191,0.73763394,6.83,6.03,26.6,288.5,291.3,57.4,中立,0,,,
2501,サッポロホールディングス,食料品,2163.0,56.065315,3.9233894,1.85,,8432.3,2003.6,1801.9,68.3,中立,0,,,
2502,アサヒグループホールディングス,食料品,1776.5,21.875385,0.86525667,3.49,4.32,25987.8,1602.0,1547.9,77.4,買われすぎ,3,,,2026-07-29
2503,キリンホールディングス,食料品,3133.0,17.187843,1.9185349,2.43,12.19,25011.9,2870.1,2688.1,78.0,買われすぎ,0,,,
250A,シマダヤ,食料品,1705.0,9.964932,1.3211647,3.17,14.22,243.9,1657.4,1655.3,63.5,ゴールデンクロス,1,,,2026-07-24
2531,宝ホールディングス,食料品,2155.0,35.566925,1.6027071,1.44,2.77,4125.6,2166.7,2041.7,50.1,中立,0,,,
2533,オエノンホールディングス,食料品,521.0,9.521198,1.1020111,2.3,13.43,290.2,496.5,473.2,66.4,中立,0,,,
253A,ＥＴＳグループ,建設業,1091.0,10.353991,1.8421181,2.11,19.23,69.5,1099.6,1145.8,47.8,中立,0,,,
254A,ＡＩフュージョンキャピタルグループ,証券、商品先物取引業,1250.0,,2.6075947,,-3.09,108.8,1158.6,1043.7,60.0,中立,0,,,
255A,ジーエルテクノホールディングス,精密機器,5020.0,12.233459,1.3206071,2.51,11.41,644.9,5899.2,5729.1,35.9,中立,1,,,2026-07-23
256A,飛島ホールディングス,建設業,2073.0,8.193676,0.7308127,5.31,9.23,397.0,2025.8,2004.9,57.4,中立,0,,,
2573,北海道コカ・コーラボトリング,食料品,4015.0,32.735424,1.2611026,0.75,3.96,546.3,3983.4,4137.7,49.2,中立,0,,,
2579,コカ・コーラ　ボトラーズジャパンホールディングス,食料品,4591.0,,2.0440476,1.57,-11.06,7431.8,4294.8,3775.1,70.6,買われすぎ,0,,,
2585,ライフドリンク　カンパニー,食料品,1507.0,22.709463,4.7540784,1.0,22.56,782.0,1517.0,1533.0,49.8,中立,1,,,2026-07-24
2586,フルッタフルッタ,食料品,93.0,119.230774,1.3451164,,1.65,105.3,99.9,101.1,42.7,中立,0,,,
2587,サントリービバレッジ＆フード,食料品,4950.0,17.244984,1.1630626,2.42,8.1,15295.5,4602.3,4416.5,74.6,買われすぎ,0,,,
2588,プレミアムウォーターホールディングス,食料品,3875.0,13.7061405,3.6914606,3.1,29.57,1183.9,3764.0,3586.9,62.1,中立,0,,,
2590,ダイドーグループホールディングス,食料品,3090.0,,1.4943851,0.97,-35.98,979.5,2804.2,2650.9,77.9,買われすぎ,0,,,
2593,伊藤園,食料品,3236.0,107.72303,2.1160355,1.61,2.12,3728.9,2989.0,2919.9,69.8,中立,3,,,2026-07-24
25935,伊藤園第１種優先株式,食料品,1802.0,59.887005,1.1783361,3.66,2.12,2076.5,1774.4,1791.1,72.4,買われすぎ,0,,,
